gene,effect_size,t_p,u_p,n_tnbc,n_other,t_q,u_q,pan_cancer_mean_effect,median_log2_rsem_tnbc_tumor
CZIB,-0.040681178519126254,0.11443923221453588,0.03541890086580548,25,1181,0.5907815078742402,0.4253826600299786,-0.21045740097671348,9.031987789735519
HSD11B1L,-0.05590340585507281,0.1148233308881885,0.0619323427521452,25,1181,0.5907815078742402,0.4935594835060958,-0.21831128946927542,7.311175044413925
MRPS12,0.09909071903941769,0.11455887852445436,0.11157717241057846,25,1181,0.5907815078742402,0.5784013525568321,-0.6794700393367539,9.48998784455264
FBXL17,-0.05222022687160902,0.11513554672109157,0.07762269241889426,25,1181,0.5907815078742402,0.5250292334074662,-0.004541163560401343,8.298223827638978
IL11,0.04667114253746103,0.11500881336496215,0.021631797856237606,25,1181,0.5907815078742402,0.37805045551676075,-0.12244351898310447,4.096061118077618
REEP3,0.04692688007066263,0.11427184640262254,0.07212851779522199,25,1181,0.5907815078742402,0.5134324940794465,0.06793477962784399,9.238305443207107
TRPC3,0.04406153466316919,0.11496785234203588,0.19305954755554433,25,1181,0.5907815078742402,0.6657939431272932,0.046355832384697544,2.321949562158674
OR52E4,0.05518980345433465,0.11471870316910385,0.2980841776774984,24,1065,0.5907815078742402,0.7457816280804028,-0.026648260346832604,0.0
HMGCR,-0.13868803186371426,0.11443170684453101,0.13285437792162094,25,1181,0.5907815078742402,0.60523675063836,-0.8187740853233776,9.858454715053734
LPP,0.030939640302988722,0.11502371437790745,0.12567685044356128,25,1181,0.5907815078742402,0.5942556648721253,0.060116869354231314,8.662600629287521
RHOBTB2,-0.0472466960835512,0.11507919530502571,0.23649886179104307,25,1181,0.5907815078742402,0.700704079771182,-0.050437171743492736,8.445196539791471
ABHD12B,-0.04736291112112297,0.11518443765146082,0.12213314156504682,25,1181,0.5907815078742402,0.5894201507339097,0.01575697267873882,0.7412728156002357
COL27A1,-0.0294339086375257,0.11454839434676346,0.07694203356755475,25,1181,0.5907815078742402,0.5231883215395617,0.0680337971445288,8.611593739991287
CLDN4,-0.04743178238917619,0.11484084063971935,0.21026492164295119,25,1181,0.5907815078742402,0.6788369301367947,0.044610945540277044,12.542388926293764
BBLN,-0.03791071090079723,0.11514339513888491,0.17413719963301033,25,1181,0.5907815078742402,0.6468726179033578,-0.27343278086834233,9.465141573357608
ALKBH6,0.042310160240078956,0.11489598728687131,0.18313113734179132,25,1181,0.5907815078742402,0.6537376913548995,-0.02703811912905803,6.869918253144711
CRYAA,0.05220258615602493,0.11495162917100751,0.022611046231844182,25,1181,0.5907815078742402,0.38190038313119495,0.04781955354259051,0.3643478716236319
ACTR3B,-0.05091529576904687,0.11484519207946006,0.09757684422802644,25,1181,0.5907815078742402,0.5606556403023937,0.0022869169701725113,8.790515210241416
ADAMTS19,0.030006804332152276,0.11517459403505756,0.1340557781109289,25,1181,0.5907815078742402,0.606607458743138,0.1119992698652176,1.4836861597001327
CMIP,0.09327815393793532,0.11466816686218513,0.3065614397570091,25,1181,0.5907815078742402,0.7498810143636325,-0.34929360028211165,10.259478403666035
COL1A2,0.029710578560975268,0.11516898643765822,0.16512366963803904,25,1181,0.5907815078742402,0.6372863797416439,0.056405341303838105,15.371973273586065
SYF2,-0.1371120854842265,0.11522094632487935,0.10976106612611411,25,1181,0.5907997679586536,0.575812076274825,-1.024774433995017,9.978114201160958
RIC1,0.1689502076708027,0.11527890188800016,0.10822306929505161,25,1181,0.590872160953153,0.5742964946817315,-0.6674522788540563,9.412485011444005
ZNF740,0.040987559006864384,0.11530096989432169,0.10976106612611411,25,1181,0.590872160953153,0.575812076274825,0.010185485487600838,9.277350713261535
ALDH1L2,0.02831386610553614,0.11601474870695562,0.11894236120816129,25,1181,0.5910021559884491,0.586411302924839,0.00664694060796343,8.77335688941806
SMR3A,0.04837414500234562,0.1158263329668414,0.14003328200147064,25,1181,0.5910021559884491,0.611826700674554,-0.043190951741531994,0.0
SIN3B,0.057606401031162824,0.11569231799052611,0.18678478376528818,25,1181,0.5910021559884491,0.6591921483409631,-0.033926581290002304,10.043725876394799
ARMCX6,-0.06076767966141536,0.11606244977208408,0.1854324888882869,25,1181,0.5910021559884491,0.6578927499516961,-0.1343447907881969,7.817737073658357
MAPKAPK3,-0.04200432240793563,0.11601482691903449,0.07492919778517652,25,1181,0.5910021559884491,0.5206645652542693,0.07098953372852589,9.754376300215256
ARMC2,-0.040262739349226015,0.11570670317099166,0.14144139922740193,25,1181,0.5910021559884491,0.6131977102385261,0.06676013829817076,5.413808978922514
PCDH12,0.02504266624265536,0.11605735640299196,0.10784124753997178,25,1181,0.5910021559884491,0.5737986378751436,0.07871308398769356,8.068958540799681
SULT1A2,-0.03666467596013785,0.11543983452244536,0.08170851312456368,25,1181,0.5910021559884491,0.5321886483242104,0.10729761607460159,2.97940402924848
ZBTB2,0.07175410222808364,0.1156083587653625,0.11528045362299066,25,1181,0.5910021559884491,0.5829569137388223,-0.15066832256326915,9.070125570203768
MPC1,0.04970518834742724,0.11606053893485106,0.25441899575152027,25,1181,0.5910021559884491,0.7127352063452144,0.16094879861396477,9.023569044104695
TMEM52B,-0.03147585990566011,0.11598492414715125,0.21775217545228054,25,1181,0.5910021559884491,0.6869307280145747,0.03165741047912954,4.416370953636374
CDCA8,0.14313992208786352,0.11608441210146216,0.24985280227162554,25,1181,0.5910021559884491,0.7091026586787778,-1.6946945356493321,9.932437280000158
WWC2,0.019066856809258834,0.1158696527720259,0.2719944001759387,25,1181,0.5910021559884491,0.7270619543164514,0.03486828735703712,8.475532236418807
LONP1,0.18567415837168633,0.11568065237150754,0.17285363377076934,25,1181,0.5910021559884491,0.6461201807679102,-1.7024222341884794,10.916870401830977
RSRC2,-0.043260019137055794,0.11596367691922116,0.17990721703801216,25,1181,0.5910021559884491,0.6506487109133917,-0.4439950963374477,10.430718042880894
DUSP16,0.04928930244321528,0.11541969233892369,0.1486457038660006,25,1181,0.5910021559884491,0.6199565106128112,-0.04428655802925355,10.364250287843873
CRISP2,0.046478143907431616,0.11579039789270737,0.12871504385541585,25,1181,0.5910021559884491,0.5999452693973126,0.01132969576925821,0.5447065288982522
CDC25A,-0.05225173373388686,0.11567924924837757,0.08407589708445777,25,1181,0.5910021559884491,0.5395722657914862,-0.3177089225530994,8.414519042038911
GC,-0.04531126638814202,0.11565404294460527,0.05714798547896531,25,1181,0.5910021559884491,0.48518964376104495,0.08715037643176343,0.0
NDUFS3,0.06899407137076319,0.11580396907325967,0.2360396469002929,25,1181,0.5910021559884491,0.7003850585088783,-0.3434085342493634,10.571627767076048
CD247,0.028432523926117587,0.11603486587816904,0.20879009916291835,25,1181,0.5910021559884491,0.6786439985790791,0.07662139230957092,6.754475165644842
ALG1,0.14830530102673478,0.11580366834155177,0.19806843540504238,25,1181,0.5910021559884491,0.6676137488179472,-0.9785909262400221,9.185793672056292
FSCN3,-0.032934371600340795,0.11541350626500396,0.1858181178761621,25,1181,0.5910021559884491,0.6583490756051101,0.010806537600466097,1.1607231853658413
CDH13,0.034406299830470194,0.11614772871848703,0.038900524685063144,25,1181,0.591156662972237,0.4381440377687608,0.10291238967173932,7.690330837292303
GLOD4,0.037314093194569846,0.11626521197744769,0.14175578675855338,25,1181,0.5915866957910371,0.6136704520443313,-0.031040197805361915,9.998604402794241
CCK,0.0364276749224708,0.11639865202901294,0.09285851301505199,25,1181,0.5920976537680088,0.5513397340638733,0.026215951647443735,0.9654892774637611
HAUS3,-0.10805393517277462,0.11656704812862737,0.10042650450419298,25,1181,0.592121147492052,0.5668075707474612,-0.9467333770845444,8.314459918591092
NAGK,-0.03426170471993164,0.11648483759030158,0.11131628634917182,25,1181,0.592121147492052,0.5783936973394826,-0.022128845941472127,10.414517156384033
NUAK1,-0.030736084606633348,0.11652044064451726,0.05891452072320215,25,1181,0.592121147492052,0.4870127602304423,-0.02797786233754596,8.420868115234025
COL16A1,0.043047934813717464,0.11655298561660406,0.10018652708395277,25,1181,0.592121147492052,0.5665230580707529,0.11174180206310314,10.161616639817245
SFTPA2,-0.04445477957564303,0.1166645168936046,0.15988676335196772,25,1181,0.592121147492052,0.6310652770557194,0.03654429548113343,1.3901970943518118
NAMPT,-0.18284075136794897,0.11668771751273817,0.06490824877373058,25,1181,0.592121147492052,0.4984453142448664,-0.49645785123096164,11.01553373970087
FAM13A,0.034833827851133176,0.11669401384312518,0.20942124546184893,25,1181,0.592121147492052,0.6786439985790791,0.06130148321946948,8.747762651270666
GTF3C5,0.08413630642545877,0.1167004704275786,0.1288611310168547,25,1181,0.592121147492052,0.600002321543293,-0.6250573966075971,10.339199798193885
COQ10B,-0.05681346537713443,0.11661770492149798,0.06185131801338775,25,1181,0.592121147492052,0.4935594835060958,-0.04149481994368173,9.132865156118347
BRD1,0.04527069449040924,0.11687230540466544,0.24205875433013624,25,1181,0.5923225857012594,0.7041459318451773,-0.19541188894000425,9.80731121133978
RAB24,-0.037063059026936546,0.11685719647123936,0.10569769753028993,25,1181,0.5923225857012594,0.57206924672974,-0.09862321051957751,8.57980232676579
ZNF185,-0.056428304570467436,0.11682173298194089,0.06844014803405785,25,1181,0.5923225857012594,0.505020697283412,-0.13883285199491274,9.586351500610096
NODAL,-0.046705001582210276,0.11685590123411713,0.10569769753028993,25,1181,0.5923225857012594,0.57206924672974,-0.07131286171081785,2.334971213149204
ICAM3,0.032706827009072154,0.1170034427288952,0.18678478376528818,25,1181,0.592652184059836,0.6591921483409631,-0.05376132489601637,8.473176334229123
TTC12,-0.0365217000933331,0.11697427435506863,0.1670758817189345,25,1181,0.592652184059836,0.6391802080439971,0.07297869977812085,7.231759643223352
CBY3,-0.043963701319062506,0.11708974859351104,0.16441804769687896,25,1181,0.5926917062268293,0.6357946977038466,-0.07780954673757011,
PRICKLE1,-0.04567400856856918,0.11711040740402968,0.2399631141914168,25,1181,0.5926917062268293,0.7028387129314431,-0.023468586683724552,9.591687168886866
NPM3,-0.05517841579560395,0.11710235608015983,0.15629633131290233,25,1181,0.5926917062268293,0.6271088647956258,-0.2758463073979733,9.148800473360632
SLC25A2,0.03342118753146813,0.1171851503845998,0.032724091136471796,25,1181,0.5929026330548135,0.4138051326996303,-0.07060555982342584,0.44249225768313105
AVPI1,-0.03810793696684113,0.1172938044631824,0.15393690550401717,25,1181,0.5929504391963134,0.6258874388161533,-0.0733184315580062,7.333732954094639
NXPH4,0.04819440948555345,0.11724199412975986,0.08564953831303689,25,1181,0.5929504391963134,0.542582243581852,0.054784902949745765,6.91469005632546
CCNE1,-0.11187808635031421,0.11727194545983066,0.04350648009705963,25,1181,0.5929504391963134,0.4535550550118467,-0.2170652861437891,8.472847013881701
AP3S2,-0.058348387130022904,0.11762792488174664,0.07511902461172242,25,1181,0.5944719055959975,0.5206645652542693,-0.06357074797533578,10.25876929584257
KLC2,-0.04920321488784396,0.11771932323066862,0.09792947774396839,25,1181,0.594766183389439,0.5606556403023937,-0.5223175403931164,9.42874672592594
MED19,0.14570373101612788,0.11781576438457869,0.09640872336676305,25,1181,0.5950857665295438,0.5581394087042548,-0.5074544732327284,8.180191079733758
EMB,0.06004412771481138,0.11794315776678951,0.10334211234033877,25,1181,0.5951906321374869,0.5708648848966773,-0.023625948328104312,8.954845667467094
NME7,-0.03197208022663861,0.11796135330852543,0.09331062071423721,25,1181,0.5951906321374869,0.552195623771283,0.09245460040410698,7.962342792008274
DNAAF3,-0.040113985398070165,0.11800249273597492,0.09297137475716451,25,1181,0.5951906321374869,0.5516445138222094,0.06026786457347914,3.325130192326999
CMTR2,0.06287322528384551,0.11798119881693463,0.1616182597624516,25,1181,0.5951906321374869,0.6330225023592222,-0.11723890760123486,9.193657445845044
ZBTB37,0.04760375004472672,0.11796178213070209,0.11183854067885911,25,1181,0.5951906321374869,0.5792623818694045,-0.0932315644572822,4.714836428584462
LARP1B,-0.04684921978843678,0.1181166307658507,0.09106763886624632,25,1181,0.595263998387428,0.5485165712162119,-0.0070050098216282095,8.748676702829325
CAMTA2,0.028277346863126038,0.11807609531129763,0.13556932422850737,25,1181,0.595263998387428,0.6078753570245975,-0.059191993121771445,9.602181647002535
LDB2,-0.04256496563171132,0.11809224728275174,0.08109991076588084,25,1181,0.595263998387428,0.5318616421585632,0.03950129264669002,7.251847909473419
CENPW,-0.15523997183973193,0.11822821456455192,0.1926628935454745,25,1181,0.5953243794880596,0.6657939431272932,-1.732695631170136,8.927232872173631
PEX26,0.05179657923042518,0.11822200757912597,0.3805887444701953,25,1181,0.5953243794880596,0.792421827344992,-0.09894490588916705,8.886478009769853
MATK,0.06759730357436292,0.11821252497429781,0.09710824565657156,25,1181,0.5953243794880596,0.559706831522978,-0.07627955302584906,6.040674763784828
CLPTM1L,-0.040373261591520875,0.11836663079794038,0.11196940580889835,25,1181,0.5957540287730242,0.5792623818694045,0.09379050702964196,11.363866309292371
RDH8,-0.04011428726826292,0.11841321502130712,0.08974279345990223,25,1181,0.5957540287730242,0.5462247214967777,-0.06313647784036874,0.0
C2orf69,0.03226120241980274,0.11840568260191629,0.2866927161078795,25,1181,0.5957540287730242,0.7386187028855934,-0.18605651337218077,8.777943693616244
ASAH2,-0.06884770741361924,0.11899226309519376,0.19445256110477038,25,1181,0.5964234905816309,0.6660418095835029,-0.014305487022166436,1.9837522530274105
MFSD13A,-0.05685541977531332,0.11886395504540642,0.06448800481882726,25,1181,0.5964234905816309,0.49670722268315787,-0.0602701504407247,6.862145848590831
MRPL50,-0.062192119017511316,0.11874469885724737,0.1310679294947609,25,1181,0.5964234905816309,0.6036633842840144,-0.5160316672551275,8.634802957550725
AGER,0.034289936032218304,0.11889413555608822,0.14413082973668348,25,1181,0.5964234905816309,0.616059053030587,0.11650215544456556,5.256819953654633
PIK3CD,0.053798421614299013,0.11905498799322146,0.4105958937087927,25,1181,0.5964234905816309,0.807900249104835,-0.20016143772539455,8.739409093482582
KCNK2,-0.037032686964025945,0.11920446442756619,0.21195964756750374,25,1181,0.5964234905816309,0.6808518481936406,0.05490409914223667,6.356334285706321
KCNF1,0.030284427974899136,0.11901211448466546,0.18160870486440417,25,1181,0.5964234905816309,0.6516761430705685,0.0694279726168147,3.9308907988661423
FGFBP2,-0.029293959676141415,0.1188157851173589,0.2887977727713157,25,1181,0.5964234905816309,0.7398818207690329,0.08297392756004413,3.769908999557461
CHIA,0.03666672275792912,0.11921152140118037,0.11839417358416451,25,1181,0.5964234905816309,0.5862816698529837,-0.003948809188065737,0.5502085200119053
NPY1R,0.04642276104642701,0.1191591446508504,0.07030946717593571,25,1181,0.5964234905816309,0.5091530727879112,0.02365872354675939,7.284008444755214
DGCR6L,0.053492464882256535,0.11902076647300204,0.258553473608196,25,1181,0.5964234905816309,0.7160034494623263,-0.181843912091467,9.354747122671538
CENPC,-0.10984301575224276,0.11880671374122233,0.08767689864553785,25,1181,0.5964234905816309,0.5454092442038724,-0.7401663660467663,8.250925604947934
TCHH,0.03923349203503688,0.11908387503174583,0.2753003698317096,25,1181,0.5964234905816309,0.7299143769706321,-0.096476943598305,3.1637324723891087
KANSL1,-0.06749798462828205,0.1191955980978461,0.15094326057593155,25,1181,0.5964234905816309,0.6216269190140167,-0.7402096002970272,9.917599428474674
FAM24A,-0.05510493116230901,0.11859433649973189,0.03244102125478227,25,1181,0.5964234905816309,0.41284595608197366,0.06852232629949188,0.0
BANK1,0.032157902427812496,0.11910252152045113,0.15460824760746777,25,1181,0.5964234905816309,0.6258874388161533,-0.05064572453280048,4.955370406175735
FAM53C,0.04863120555766361,0.11906006424473577,0.0707606635094236,25,1181,0.5964234905816309,0.5091530727879112,-0.08606000256326862,10.157653192314836
NDUFS7,0.051475282473631534,0.1188077471807722,0.3187978989933773,25,1181,0.5964234905816309,0.7580044386647803,-0.2900646364183184,9.180623372705703
SYNC,-0.040397650562114036,0.11882449028768861,0.12101580130003754,25,1181,0.5964234905816309,0.5880580848539223,-0.022860894085051594,7.03357933984949
ARF5,-0.034500157697863194,0.11906234170650286,0.039675300287436426,25,1181,0.5964234905816309,0.44058073858733904,0.00657606630098436,11.764349175162963
MEMO1,-0.08079604806404028,0.11931703784942119,0.1419131817011558,25,1181,0.5966184622637957,0.613759107834883,-0.38635038562326934,9.432698081633742
CST4,-0.04796090570269483,0.11931326815652782,0.15902629268959145,25,1181,0.5966184622637957,0.629609285541414,-0.02938949311883001,1.4509936213840726
LGALS9,-0.0493468529302625,0.11937655195814889,0.1504486625774251,25,1181,0.5967496384615467,0.6208734105122692,-0.19846061331609294,10.341365592388755
SLC8B1,0.029693912072546416,0.11941616730158877,0.143335782530081,25,1181,0.5967812976267526,0.6159007707996363,-0.07538514927155514,9.400020580949473
CD1C,0.034331614934149275,0.11951584911760905,0.06567038062963644,25,1181,0.597036205530828,0.49925090401005906,0.0016894356164463065,4.577122574591019
STT3A,0.06680989319153827,0.11957858187285843,0.18009568414496713,25,1181,0.597036205530828,0.6508052624754949,-0.27832249047109514,12.015410376541478
C9orf43,-0.035262528963396385,0.11955609169915006,0.13151278562841015,25,1181,0.597036205530828,0.6037645942314027,0.03589627912628082,3.176305625762768
CDK12,-0.07384207005402166,0.11960035972710582,0.09571323850442469,25,1181,0.597036205530828,0.5577621318241271,-0.40972012617418657,10.31610938822773
OR6C70,-0.05541975742336102,0.11963610575511126,0.11097982241514252,24,1065,0.5970484309198163,0.5783936973394826,-0.04734112257718682,0.0
RAP1GAP2,-0.0351927472586914,0.1198232287096383,0.0661825552859244,25,1181,0.5971512823770218,0.49925090401005906,0.14079787450733622,9.068482926255118
SRMS,0.03453255130818228,0.11980313215286575,0.26721166274213115,25,1181,0.5971512823770218,0.7237722544757029,0.0614179420688042,2.413558042826601
ADGRV1,0.02673118678275977,0.11975473290481173,0.2232163151559724,25,1181,0.5971512823770218,0.6914468315624922,-0.004063491541031581,4.790146467211642
KYAT3,0.039257977924525664,0.11971930510590859,0.18179849369256484,25,1181,0.5971512823770218,0.6520961773157392,0.08228071030200634,8.941162494233065
RXYLT1,-0.04656550787363658,0.11979917768937272,0.1158172950212279,25,1181,0.5971512823770218,0.5835121992204657,-0.057906744195256786,8.161894714504427
OPALIN,-0.037838165407555406,0.1198664933735829,0.18104022053350421,25,1181,0.5972009148879454,0.6510694332904662,0.027271533626272836,0.0
DDX55,0.14915474087196645,0.11990957514225807,0.10809567667248242,25,1181,0.597249608854397,0.5741302068762685,-1.35318531159778,8.975825465067146
CDIP1,0.03637422680602733,0.12013685181204592,0.2580646615225931,25,1181,0.5982154651046363,0.7155338558468558,-0.01045293375465817,8.973093204151953
GABRA2,-0.038972619221806754,0.12022404165445516,0.15310084659265152,25,1181,0.5984179756300803,0.6249149283525688,0.039193514963664855,0.37144721525428204
SAP130,-0.06879002583206711,0.12024426781524616,0.3101439263415853,25,1181,0.5984179756300803,0.7522238256771224,-0.3605370126971034,9.613092234742522
FLVCR2,0.027553634045803084,0.12035029341151346,0.19345680119540143,25,1181,0.5987794426087258,0.6657939431272932,-0.02298585628137428,7.476395261102772
MAIP1,-0.040803062261595635,0.12047557262831453,0.07295957349548916,25,1181,0.5990702975036905,0.5162739196320506,-0.12190691476933413,8.526394567173135
FAM162A,0.06438943695706414,0.12047291046135242,0.23398098592760241,25,1181,0.5990702975036905,0.6993687379009567,-0.07926886313157978,9.89595856787681
STXBP5L,-0.03273209266876563,0.12064831102435568,0.13300409547031275,25,1181,0.5997072501939928,0.6053036639284715,-0.08684113733699479,1.4982547415191112
EIF3M,0.1035622928497808,0.12081073388814605,0.07305239474720429,25,1181,0.5997072501939928,0.5165230639637698,-1.0651869519621926,11.52844729135138
CCDC86,0.08698218753479925,0.12082252092667418,0.08019391193753002,25,1181,0.5997072501939928,0.5306114520117531,-0.797997722746381,9.708124632899434
RGS11,0.035775843776197774,0.1207931002603632,0.05527803807564265,25,1181,0.5997072501939928,0.4823311439096586,0.01270561525186281,4.482552950909014
NCDN,-0.06677546780628074,0.12068727043093387,0.03146673603788218,25,1181,0.5997072501939928,0.41214517829659303,-0.17949693748131865,9.614691159256195
PBOV1,-0.04657525986144195,0.12083778344492199,0.11812082379453409,25,1181,0.5997072501939928,0.5860610103651884,0.2296176956174101,0.0
FTSJ3,0.06517805842568825,0.12074662974456393,0.17450523701572618,25,1181,0.5997072501939928,0.6470333757090542,-0.7749923074030957,10.374768442617299
VRTN,-0.04182261222523288,0.12088917292828003,0.13210774666398803,25,1181,0.5997962810672355,0.6041377213547486,-0.07733698394248928,0.5550598276233338
PTPRA,-0.032287793569501726,0.12103010143751192,0.02890523805821167,25,1181,0.599997442321268,0.4082317311073822,0.034810636476052134,10.818308340326457
GOLGA8M,-0.06732809539646473,0.12096347856930638,0.1601982904914001,24,1022,0.599997442321268,0.6318212621526852,-0.3149472142395063,
GAS1,-0.05656770047221099,0.12102038860022192,0.07607405726468215,25,1181,0.599997442321268,0.5216212660243661,-0.17679688976811384,9.233662860902644
CHPF,-0.037431303446549824,0.12106826635192659,0.13709603566796408,25,1181,0.6000207528901038,0.6082599082704568,0.006884273063181228,11.435231783494668
CSTB,0.03357946450547422,0.12111804658504699,0.19286114561998924,25,1181,0.6001016008058794,0.6657939431272932,0.025310871229475403,12.384901580794995
MC2R,0.025178266008241565,0.12118476708013087,0.2009146027745573,25,1181,0.600266314506582,0.6690018282302276,0.0911913803364363,0.0
FAM47E,0.027615163654103273,0.12129563513963466,0.2252072217021387,25,1181,0.6005938426117977,0.6927758950662289,0.0198221743277798,4.041830575541172
HACL1,-0.051341560938532746,0.1213178795348799,0.05274602680080342,25,1181,0.6005938426117977,0.47670816863165627,0.0510929259568358,8.154486524608018
KRT9,0.03592725667454663,0.12137976576271692,0.24770997147777374,25,1181,0.6007343582366207,0.7086291478251374,-0.09412074872501923,2.4007585301140466
QRICH1,0.044619610992924275,0.12152272300007061,0.3273218091796407,25,1181,0.600778590050804,0.7648172218399971,-0.34285835106778934,10.305450290005528
ACOX3,0.024762700918989945,0.12150293317149576,0.34927257353515373,25,1181,0.600778590050804,0.776541415506366,0.04727956214647315,8.738530561145806
PPIL6,0.04208277298961346,0.12151952139776158,0.23973105712863385,25,1181,0.600778590050804,0.7028387129314431,0.014870966854484226,5.742581338155697
SLC8A2,0.04418589862216356,0.12148194016777457,0.14492925331649165,25,1181,0.600778590050804,0.6168351391450301,0.012647172630288136,2.2765997192286362
CHMP1A,0.07733573562287266,0.1215658931356589,0.12439199763898445,25,1181,0.6008263588245589,0.592423083576263,-0.3686966427750912,11.181954601416045
PRMT1,0.15484596953272067,0.12221765818014033,0.015854467980143658,25,1181,0.6008802255252177,0.3403558308010448,-1.3985054549939273,11.352556902976815
SNAI3,0.0335562662157962,0.1219136314597004,0.15293405005592398,25,1181,0.6008802255252177,0.6246606951145268,-0.08036560413061862,4.268498713950189
TBX20,-0.03174114262232505,0.12188252754865168,0.16779006080337178,25,1181,0.6008802255252177,0.6391849543797025,0.10321627051431831,0.41646122987913003
CFLAR,-0.2602879499449886,0.12217675753166113,0.10114918679110395,25,1181,0.6008802255252177,0.5681705282982329,-0.7229772661027155,9.984554094450315
PCDHB16,-0.029271329310874214,0.12186349805464587,0.15868308731857206,25,1181,0.6008802255252177,0.6290838909372796,-0.03801585361614189,6.455842119406869
BAMBI,-0.07136668088999475,0.12203672731267268,0.02285310975962145,25,1181,0.6008802255252177,0.38190038313119495,-0.10198602611892024,10.288647376448576
SPDYE4,0.04173867807387228,0.12179749557334581,0.11568290079371547,25,1181,0.6008802255252177,0.583326798124891,-0.09513911686687196,0.0
RHOU,-0.03444666946164507,0.12220328786620982,0.1726708461970352,25,1181,0.6008802255252177,0.6458408308633788,0.04867509715926441,8.499671458597929
PCDHGA8,-0.041597305325593394,0.12224700589571101,0.07530924393313176,25,1181,0.6008802255252177,0.5211771721207972,0.001183379240251994,2.530120332738689
RNFT2,0.03642231312491778,0.12197978534940469,0.11474557109719144,25,1181,0.6008802255252177,0.5826969230653468,-0.1157119090984695,7.222500019709918
MAGEB16,0.03384101494335498,0.1217257625029976,0.18620433945088422,25,1181,0.6008802255252177,0.6589701630587189,-0.002017024549951511,0.0
PRAMEF11,0.04333061725589004,0.1219360568609511,0.022161760856479033,24,1022,0.6008802255252177,0.3800036119933546,0.019120279760132145,0.0
SPAST,0.04990811127280308,0.1217445406426193,0.05410824767687861,25,1181,0.6008802255252177,0.48101883445419447,0.025128057678430717,9.48372204273113
ATP6V0A2,0.04082763086810717,0.12194996290034853,0.5415566093845694,25,1181,0.6008802255252177,0.8692523357025692,-0.14709089793970717,9.14598254963865
NAPSA,-0.03558872039768623,0.12218178764654544,0.060646439113496806,25,1181,0.6008802255252177,0.4909290711989055,-0.03754683419265556,2.229058144956897
RARA,0.04314618746813696,0.12197633755904552,0.07379844816066193,25,1181,0.6008802255252177,0.5177647462544497,-0.03674439410185919,9.604968163377144
EIF5,0.08543669298853263,0.12166473528701839,0.11990647473538088,25,1181,0.6008802255252177,0.5869623255473968,-1.3984664393849826,11.742893318125173
MROH7,-0.06338258438510568,0.12178463513913675,0.16796896328418065,25,1181,0.6008802255252177,0.6391874958931756,-0.12513067331146335,3.230692199089022
KARS1,0.12203395134503969,0.12215305384480911,0.033731552172374356,25,1181,0.6008802255252177,0.4159838115562892,-1.6910458638980457,11.832425048571938
DUSP28,-0.07347072841033653,0.12205960254451699,0.14381240611505963,25,1181,0.6008802255252177,0.6159756312905034,0.031758825529725365,6.141667458463267
STAMBPL1,-0.0458406057307011,0.12230591628103145,0.12032153523110957,25,1181,0.6010050383215059,0.587981545837578,0.06203303462750442,6.68521111491761
BAAT,-0.03001167486114721,0.12238367290946822,0.028064597449080842,25,1181,0.6012223668327876,0.4038228360221353,0.07755360209369139,1.0543966198483754
CFAP58,0.04020650507026778,0.12257807720425047,0.036392825550281276,25,1181,0.601682864043092,0.4282381097088484,-0.044598797662698905,3.0318736895120724
TOB1,-0.023450376523429475,0.12252237342321509,0.18678478376528818,25,1181,0.601682864043092,0.6591921483409631,-0.05284286072546165,10.125094148793083
SPINT3,0.04421238949235156,0.12257154486194057,0.11730374415072144,25,1181,0.601682864043092,0.5845951740874336,0.0059239810479008925,0.0
CSN1S1,-0.02769702582329331,0.12293044267804613,0.16406608952439272,25,1181,0.6026385138931682,0.6357946977038466,0.06687548929909248,0.0
NADK,-0.06367297980506198,0.12323429775134573,0.1436533967346466,25,1181,0.6026385138931682,0.6159756312905034,-0.0396693176106077,10.076130432704154
CLDN8,-0.029142069096967024,0.12330224926874725,0.2346657877285271,25,1181,0.6026385138931682,0.6994335504920577,0.08692283651858122,6.514153236833469
AKT3,0.040289982313178985,0.12383722622240739,0.24276015396057637,25,1181,0.6026385138931682,0.7045860020503553,0.09143525935534232,8.891225014237058
ZBED6,0.033208291267112805,0.12389459404189503,0.07989374607224789,25,1181,0.6026385138931682,0.530190511036816,-0.09772727251983201,
MCOLN3,0.03701306291322914,0.12405628660421537,0.022992440077575706,25,1181,0.6026385138931682,0.38196492998538273,0.06272152368838155,5.806602539949472
LAMB2,0.03099711329198286,0.12300849350431196,0.2770918207808223,25,1181,0.6026385138931682,0.7314068894475861,-0.0795010194888129,11.617622665883012
TMPO,-0.04320101954879367,0.12363400302055066,0.12297642599347446,25,1181,0.6026385138931682,0.5907019272673427,-0.08641049621082271,10.99436935858135
POC1A,-0.08171302344884368,0.12426147748396361,0.08810860557114963,25,1181,0.6026385138931682,0.5454092442038724,-0.31838615073370063,8.063253087558442
TSPAN17,-0.058575943652025154,0.12425363003957218,0.11144666913768962,25,1181,0.6026385138931682,0.5783936973394826,-0.03494213767736254,9.833436758130198
APEX2,-0.09863717670680741,0.12413375339735992,0.050722188648403214,25,1181,0.6026385138931682,0.4721475201079949,-0.2505166022466668,9.768981639944485
